X.U.FEFF.终端,IMEID,时间,东西,经度,南北,纬度,速度,航向,高度,温度,电压,运动量,卫星,HDOP,VDOP,精度,有效性
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 11:24,东经,100.38863,北纬,37.09006,0,272,3201,36.03,4.065,109,12,0.8,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 10:44,东经,100.38847,北纬,37.0898,0,309,3242,32.75,4.061,129,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 10:04,东经,100.38924,北纬,37.09011,0,174,3193,22.4,4.065,277,11,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 8:20,东经,100.40157,北纬,37.12858,0,9,3215,18.11,4.053,152,11,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 8:00,东经,100.39434,北纬,37.08542,0,283,3223,27.5,4.05,238,11,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 7:40,东经,100.39465,北纬,37.08509,0,343,3272,27.62,4.05,248,10,0.8,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 7:20,东经,100.39481,北纬,37.08516,0,231,3215,28.55,4.053,241,12,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 6:36,东经,100.3947,北纬,37.08525,0,358,3231,29.37,4.056,0,10,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 6:16,东经,100.39468,北纬,37.08505,0,28,3191,28.62,4.059,29,11,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 4:52,东经,100.3944,北纬,37.08521,0,246,3238,30.45,4.067,32,11,0.7,0.6,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 4:32,东经,100.39433,北纬,37.08515,0,176,3229,30,4.067,52,9,0.9,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 3:52,东经,100.39448,北纬,37.08514,0,65,3227,30.26,4.071,36,7,1.1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 2:48,东经,100.39404,北纬,37.08535,0,30,3238,29.11,4.083,2,8,1,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 2:08,东经,100.39416,北纬,37.08541,0,124,3195,30.62,4.086,100,9,0.9,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 1:24,东经,100.39391,北纬,37.08562,0,153,3151,32.75,4.095,6,12,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 1:04,东经,100.39409,北纬,37.08553,0,184,3195,31.12,4.098,16,11,0.9,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/21 0:04,东经,100.3943,北纬,37.08532,0,167,3199,30.77,4.101,38,15,1.2,0.9,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 23:40,东经,100.39439,北纬,37.08537,0,188,3207,33.27,4.11,42,15,0.6,0.6,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 23:20,东经,100.3943,北纬,37.08537,0,49,3197,30.51,4.113,17,15,0.6,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 23:00,东经,100.39436,北纬,37.08543,0,144,3191,28.32,4.113,91,15,0.5,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 22:40,东经,100.39422,北纬,37.08559,0,261,3190,28.25,4.116,90,15,0.8,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 22:20,东经,100.3942,北纬,37.08554,0,12,3201,28.23,4.119,39,10,0.7,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 21:58,东经,100.3943,北纬,37.08551,0,122,3200,30.12,4.122,185,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 21:38,东经,100.39435,北纬,37.0854,0,185,3200,31.48,4.125,52,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 20:58,东经,100.39432,北纬,37.08539,0,289,3182,29.7,4.125,55,8,1,0.9,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 20:38,东经,100.39422,北纬,37.08539,0,138,3171,28.75,4.125,60,8,1.1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 20:14,东经,100.3941,北纬,37.08521,0,344,3170,28.51,4.137,148,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 19:14,东经,100.39277,北纬,37.08722,0,253,3201,30.68,4.143,119,9,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 18:54,东经,100.39296,北纬,37.08705,0,332,3156,30,4.143,265,8,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 18:10,东经,100.40601,北纬,37.12305,0,249,3230,30.62,4.158,480,8,1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 17:50,东经,100.40624,北纬,37.1235,0,198,3202,29.97,4.155,470,9,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 17:30,东经,100.39665,北纬,37.10912,0,80,3204,30.17,4.152,330,9,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 17:10,东经,100.40051,北纬,37.12616,0,60,3236,30.98,4.149,506,11,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 16:25,东经,100.40778,北纬,37.09566,0,120,3196,36,4.143,210,15,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 16:05,东经,100.40745,北纬,37.09565,0,109,3212,38.25,4.143,86,11,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 15:05,东经,100.40742,北纬,37.09554,0,21,3184,34.75,4.128,59,11,0.8,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 13:05,东经,100.39311,北纬,37.08685,0,95,3194,33.13,4.104,46,5,1.5,0.9,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 12:45,东经,100.39317,北纬,37.08684,0,172,3194,26.62,4.101,401,8,1.1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 12:25,东经,100.3928,北纬,37.08698,0,229,3198,37.75,4.089,111,8,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 12:05,东经,100.39283,北纬,37.08705,0,221,3191,37.09,4.08,69,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 10:25,东经,100.40174,北纬,37.12932,22.4,174,3215,38.37,4.059,88,9,0.8,1,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 9:21,东经,100.40194,北纬,37.1289,0,181,3210,20.75,4.065,248,8,1.2,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 8:41,东经,100.41092,北纬,37.15891,0,344,3177,31.43,4.056,260,8,1,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 8:17,东经,100.41058,北纬,37.15861,0,256,3154,29.5,4.061,407,8,1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 7:37,东经,100.39358,北纬,37.09886,58.6,1,3257,26.87,4.065,451,8,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 7:17,东经,100.39198,北纬,37.08718,0,136,3220,33.75,4.067,5,8,1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 6:30,东经,100.39207,北纬,37.08685,3.2,199,3204,28.01,4.113,160,7,1.4,1.5,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 5:50,东经,100.39217,北纬,37.08695,0,70,3185,29.5,4.116,71,7,1.1,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 5:30,东经,100.39228,北纬,37.08686,0,343,3189,31.5,4.119,104,4,1.9,1,B,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 5:10,东经,100.39232,北纬,37.08695,0,210,3202,31,4.119,234,4,3.7,0.9,C,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 4:41,东经,100.39291,北纬,37.08709,0,48,3200,32.75,4.146,26,6,1.1,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 3:41,东经,100.39289,北纬,37.08713,0,284,3201,32,4.152,76,11,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 3:21,东经,100.3928,北纬,37.08721,0,125,3206,29.98,4.152,245,12,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 2:20,东经,100.39272,北纬,37.08768,0,313,3072,27.37,4.161,13,8,0.9,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 2:00,东经,100.39263,北纬,37.0878,0,115,3065,25.93,4.161,18,9,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 1:40,东经,100.39267,北纬,37.0878,0,293,3134,23.25,4.164,11,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 1:20,东经,100.39301,北纬,37.08763,0,228,3188,24.98,4.167,8,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 0:20,东经,100.39234,北纬,37.08793,0,32,3153,25.55,4.17,306,9,1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/20 0:00,东经,100.39264,北纬,37.08729,0,40,3242,32.25,4.17,13,8,1,0.9,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 23:40,东经,100.39276,北纬,37.08703,0,128,3179,32.13,4.17,9,9,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 23:00,东经,100.39271,北纬,37.08719,0,34,3135,30.87,4.173,85,10,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 22:40,东经,100.39283,北纬,37.08739,0,248,3175,29.93,4.173,9,8,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 21:59,东经,100.39275,北纬,37.08717,0,339,3211,29,4.179,7,8,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 21:39,东经,100.39292,北纬,37.08727,0,230,3254,30,4.182,9,8,0.9,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 21:19,东经,100.39306,北纬,37.08718,0,188,3201,33.87,4.182,6,6,1.2,0.9,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 20:39,东经,100.39299,北纬,37.08725,0,131,3213,33.09,4.185,14,6,1.6,0.9,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 18:59,东经,100.39266,北纬,37.08739,0,71,3257,31.5,4.191,421,9,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 18:39,东经,100.39259,北纬,37.08791,0,332,3227,29.91,4.197,54,8,1.1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 17:59,东经,100.40337,北纬,37.12353,0,179,3182,30.37,4.2,635,7,1.1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 17:39,东经,100.40366,北纬,37.12392,0,245,3180,31.56,4.2,279,9,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 17:19,东经,100.40399,北纬,37.12422,0,160,3190,31.75,4.2,322,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 16:59,东经,100.39811,北纬,37.12405,0,308,3202,34.48,4.2,456,11,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 16:39,东经,100.39828,北纬,37.12429,0,218,3213,27.88,4.2,198,11,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 15:39,东经,100.38804,北纬,37.09098,0,342,3302,33.91,4.2,18,10,1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 15:19,东经,100.38793,北纬,37.09098,0,79,3296,34.45,4.2,35,9,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 14:59,东经,100.38784,北纬,37.09086,0,211,3283,32.87,4.2,86,10,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 14:19,东经,100.38798,北纬,37.09126,0,45,3187,33.5,4.2,123,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 13:59,东经,100.38794,北纬,37.09098,0,283,3179,32,4.2,99,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 13:39,东经,100.38789,北纬,37.09067,0,329,3241,31.25,4.2,174,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 12:59,东经,100.38858,北纬,37.09082,2.2,296,3190,36.98,4.2,465,7,1.2,0.9,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 11:39,东经,100.38808,北纬,37.0913,0,85,3203,35,4.194,21,10,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 10:59,东经,100.38824,北纬,37.09133,0,242,3248,29.58,4.122,58,7,1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 9:59,东经,100.38793,北纬,37.09147,0,141,3212,22.43,4.086,115,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 9:39,东经,100.39944,北纬,37.12614,0,204,3196,31.87,4.074,379,8,1.2,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 9:19,东经,100.39893,北纬,37.12598,0,92,3193,28.8,4.071,347,9,1.2,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 8:39,东经,100.39774,北纬,37.12466,0,32,3208,31.21,4.065,296,12,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 7:39,东经,100.39313,北纬,37.08683,0,57,3191,26.56,4.067,394,8,1.1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 6:55,东经,100.39331,北纬,37.08686,0,216,3272,31.7,4.08,8,9,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 6:35,东经,100.39326,北纬,37.0868,0,163,3209,31.62,4.08,6,11,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 6:15,东经,100.39323,北纬,37.08673,0,293,3195,31.25,4.083,6,10,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 5:35,东经,100.39317,北纬,37.08672,0,331,3200,31.33,4.086,52,11,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 5:11,东经,100.3931,北纬,37.08661,0,351,3200,33.75,4.095,0,9,1,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 4:11,东经,100.39326,北纬,37.08667,0,305,3210,32.37,4.101,1,11,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 3:51,东经,100.39316,北纬,37.08676,0,250,3201,30.87,4.101,17,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 3:11,东经,100.39315,北纬,37.08671,0,251,3199,32.02,4.107,3,14,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 2:51,东经,100.39317,北纬,37.08673,0,93,3202,30.86,4.107,122,14,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 2:31,东经,100.39321,北纬,37.08664,0,176,3205,28.75,4.11,72,7,1.1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 1:47,东经,100.39307,北纬,37.08632,0,63,3194,30.5,4.119,13,12,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 1:27,东经,100.39312,北纬,37.08631,0,13,3201,28.58,4.122,79,11,1,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 1:07,东经,100.39313,北纬,37.08679,0,192,3205,26.98,4.122,10,12,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 0:27,东经,100.39317,北纬,37.08673,0,300,3180,31.56,4.122,1,14,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/19 0:03,东经,100.39317,北纬,37.08673,0,237,3196,31.58,4.134,12,14,0.8,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 23:43,东经,100.39304,北纬,37.08691,0,178,3193,31.06,4.134,25,15,0.6,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 22:16,东经,100.39304,北纬,37.08692,0,277,3185,30.76,4.176,17,9,0.8,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 21:36,东经,100.39319,北纬,37.08673,0,226,3185,30.12,4.179,45,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 20:56,东经,100.39304,北纬,37.08671,0,205,3136,27.98,4.182,62,8,1,0.9,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 20:16,东经,100.39295,北纬,37.08677,1.7,19,3178,31,4.185,23,10,0.9,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 19:36,东经,100.39323,北纬,37.08672,0,20,3193,30.87,4.188,249,11,0.8,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 19:16,东经,100.39376,北纬,37.0867,0,63,3339,31.81,4.194,32,8,1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 18:56,东经,100.39345,北纬,37.08697,0,70,3245,25.12,4.197,171,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 18:36,东经,100.39772,北纬,37.12538,0,341,3250,30.12,4.197,317,9,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 18:16,东经,100.39798,北纬,37.12545,0,295,3211,31.1,4.197,250,8,1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 17:56,东经,100.39828,北纬,37.1258,0,249,3201,31.02,4.197,290,8,1.1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 17:36,东经,100.39877,北纬,37.12611,0,146,3211,24.01,4.197,353,9,0.9,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 17:16,东经,100.39759,北纬,37.12631,0,298,3207,30.12,4.197,567,11,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 16:56,东经,100.39561,北纬,37.10999,0,233,3203,33.48,4.194,178,11,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 16:36,东经,100.39566,北纬,37.10991,0,152,3200,31.37,4.194,186,15,0.6,0.6,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 14:56,东经,100.40481,北纬,37.09049,0,267,3117,39.62,4.2,101,11,0.8,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 14:36,东经,100.40555,北纬,37.09044,0,249,3238,37.72,4.2,0,15,1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 14:16,东经,100.40558,北纬,37.09044,0,279,3214,39.75,4.206,106,11,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 12:56,东经,100.40549,北纬,37.09039,0,189,3207,41.33,4.2,105,13,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 12:36,东经,100.40553,北纬,37.09032,0,15,3204,39.75,4.191,161,15,0.6,0.6,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 12:16,东经,100.40492,北纬,37.09048,0,80,3135,36.7,4.182,67,8,0.9,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 11:56,东经,100.40482,北纬,37.09046,0,18,3109,31.93,4.17,70,9,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 11:36,东经,100.3929,北纬,37.08695,0,287,3186,30.73,4.161,150,9,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 11:16,东经,100.39284,北纬,37.08697,0,325,3179,26.62,4.155,239,8,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 10:56,东经,100.39281,北纬,37.08707,0,203,3212,31.4,4.146,170,8,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 9:36,东经,100.40378,北纬,37.21797,0,268,3239,27.5,4.101,898,9,1.1,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 9:16,东经,100.40276,北纬,37.21947,0,169,3239,30.12,4.092,937,9,1.2,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 8:52,东经,100.40379,北纬,37.22048,0,289,3249,30.47,4.098,556,9,1,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 7:52,东经,100.35898,北纬,37.24858,62.5,131,3274,15.5,4.095,92,8,0.9,0.9,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 7:32,东经,100.29208,北纬,37.21867,0,343,3238,27.25,4.095,28,10,0.7,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 7:08,东经,100.29214,北纬,37.2189,0,201,3198,27.12,4.104,37,10,0.8,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 6:28,东经,100.29208,北纬,37.21872,0,7,3193,27.51,4.107,21,10,1,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 6:08,东经,100.29209,北纬,37.21868,0,4,3182,28.98,4.107,34,10,0.9,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 5:24,东经,100.29217,北纬,37.21848,0,86,3201,31,4.116,3,9,1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 4:44,东经,100.29208,北纬,37.21853,0,241,3199,30.86,4.119,0,10,0.7,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 4:24,东经,100.2922,北纬,37.21856,0,271,3203,30.1,4.119,18,8,1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 4:04,东经,100.29219,北纬,37.21863,0,11,3186,31.82,4.119,0,7,1.3,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 3:40,东经,100.2923,北纬,37.21868,0,131,3212,28.62,4.128,88,7,1.4,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 3:20,东经,100.29188,北纬,37.21868,0,323,3198,29.78,4.128,7,9,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 3:00,东经,100.29189,北纬,37.21852,0,83,3219,28.62,4.131,20,9,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 2:40,东经,100.29159,北纬,37.21827,0,31,3159,29.76,4.131,23,9,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 2:20,东经,100.29169,北纬,37.21867,0,334,3170,31.37,4.131,4,10,0.8,0.7,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 1:56,东经,100.29185,北纬,37.21856,0,153,3182,27.57,4.14,8,8,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/18 1:16,东经,100.29208,北纬,37.21839,0,275,3205,28.46,4.14,13,7,1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/17 23:52,东经,100.29195,北纬,37.21843,0,8,3199,28.87,4.155,12,8,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/17 23:32,东经,100.29196,北纬,37.21851,0,350,3197,29.37,4.158,41,7,0.9,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/17 23:12,东经,100.29208,北纬,37.21838,0,11,3215,30.25,4.158,34,6,1.4,0.9,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/17 22:52,东经,100.29183,北纬,37.21849,0,47,3188,31.52,4.158,29,8,1.1,0.8,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/17 21:28,东经,100.29229,北纬,37.21837,0,266,3177,29,4.17,2,6,1.3,0.9,A,有效
赤麻鸭03（雌）·KIZ117·剑湖·20220223,35714064,2022/10/17 21:08,东经,100.29234,北纬,37.21836,0,275,3118,27.25,4.173,14,5,1.6,0.9,A,有效
